Exact Match,Edit Distance,BLEU,ROUGE-L,Cosine Similarity,ChrF,BERTScore
0,0.819672131147541,0.7365599553137157,0.8488372093023254,0.9850778579711914,83.65826970684294,0.929578423500061
0,0.9926739926739927,1.0,1.0,1.0,100.0,0.9999998807907104
0,0.7891156462585034,0.6303562268471993,0.8251748251748251,0.9825999736785889,84.28425966297534,0.9130170345306396
0,0.849290780141844,0.8143284796172409,0.8977272727272727,0.9929400682449341,88.33639571097811,0.9509938955307007
0,0.9027777777777778,0.8764534662657235,0.9277108433734941,0.9997333288192749,92.97931228656535,0.9794886708259583
0,0.7962674961119751,0.687975325678235,0.826923076923077,0.94122314453125,80.99982145768017,0.9160799980163574
0,0.9524647887323944,0.9144679601133087,0.9595375722543352,0.999365508556366,95.52694029144692,0.986789882183075
0,0.7846481876332623,0.6727375291292799,0.832214765100671,0.9673061370849609,82.53996491372216,0.9341875910758972
0,0.748,0.5096941500715185,0.7605633802816901,0.9526960849761963,77.92545196888621,0.9090390801429749
0,0.849609375,0.6731667081075797,0.8701298701298702,0.9989697933197021,84.99270813114332,0.9592630863189697
0,0.8897196261682243,0.8522154312716637,0.8941176470588236,0.9992814064025879,91.14136256764466,0.9616619348526001
0,0.7868525896414342,0.576416008049389,0.8104575163398693,0.9906786680221558,79.44568207254949,0.953415036201477
0,0.9056603773584906,0.8226632793308438,0.9271523178807948,0.9991135597229004,91.50830646405336,0.9640918970108032
0,0.8160919540229885,0.6776195889986255,0.8571428571428572,0.9697974920272827,82.81802393111865,0.9393487572669983
0,0.9564393939393939,0.8901559115312411,0.956043956043956,0.9983545541763306,95.88660351168114,0.9831590056419373
0,0.994,1.0,1.0,1.0,100.0,1.0
0,0.9037974683544304,0.7635120531916855,0.9133858267716536,0.9806919693946838,88.43412398975462,0.9622492790222168
0,0.8734177215189873,0.7131871516736755,0.8843537414965986,0.9948289394378662,84.79975158417932,0.9599123001098633
0,0.7585585585585586,0.5424707958993596,0.7757575757575758,0.9633753895759583,79.79019541080542,0.9029347896575928
0,0.8808193668528864,0.8416593308810999,0.9204545454545454,0.9633291959762573,93.2393712151489,0.9771348237991333
0,0.7704918032786885,0.706877015272781,0.7894736842105263,0.9496833086013794,81.93534667737381,0.9285315275192261
0,0.8,0.6691803387969288,0.8242424242424242,0.9878864288330078,79.90430274008493,0.9408336877822876
0,0.8803245436105477,0.7523936949650983,0.8904109589041095,0.9792075157165527,88.46421802657063,0.9654138684272766
0,0.6802030456852792,0.4408442389682999,0.7058823529411764,0.9891226291656494,73.1782733474908,0.8786205053329468
0,0.9912280701754386,1.0,1.0,1.0,100.0,1.0
0,0.7654986522911051,0.612789643260664,0.7794561933534744,0.9897772073745728,79.64639473375956,0.9129862785339355
0,0.8396793587174349,0.7311563352125139,0.8641975308641975,0.9937669038772583,84.46107784938481,0.9534459114074707
0,0.8491735537190083,0.7754207717977633,0.8774193548387098,0.9957720041275024,87.7747561789348,0.9555431008338928
0,0.994413407821229,1.0,1.0,1.0000001192092896,100.0,0.9999998807907104
0,0.6224066390041494,0.36935773505275904,0.5909090909090909,0.9825279116630554,65.50988474349023,0.8401902318000793
0,0.792,0.6982641020357822,0.8421052631578947,0.9893878698348999,85.04576815105874,0.9412442445755005
0,0.6610470275066549,0.5135258937208117,0.7305389221556886,0.9921351671218872,75.71009112561597,0.8814569711685181
0,0.7829716193656093,0.6113978627754532,0.826923076923077,0.9784711003303528,78.39324282534102,0.9318704605102539
0,0.8209718670076727,0.5827313666001395,0.8138528138528137,0.9844650030136108,83.45535341761733,0.9191477298736572
0,0.8230088495575221,0.7159124678864233,0.8439306358381503,0.9914814233779907,81.72233837932923,0.9309022426605225
0,0.6778846153846154,0.4495506770356189,0.7441860465116279,0.8925715088844299,72.36927527423816,0.8858944773674011
0,0.892578125,0.8554795620007969,0.9290322580645162,0.990896463394165,93.95406317552556,0.9689368605613708
0,0.852359208523592,0.7189822622889611,0.8656716417910448,0.983715295791626,84.63684041062477,0.9469131231307983
0,0.9868913857677902,0.9869252930244591,1.0,0.9965049624443054,99.95562394792543,0.9948709011077881
0,0.9427168576104746,0.9065570860484881,0.9574468085106385,0.9990456104278564,95.31006854806375,0.9817073941230774
0,0.941830624465355,0.946209520274421,0.976878612716763,0.9959967136383057,95.13604226730004,0.9759050011634827
0,0.6389351081530782,0.35564559907297083,0.7142857142857142,0.9802761077880859,64.34843451748715,0.9049859642982483
0,0.9229422066549913,0.8846524174274208,0.9239766081871346,0.9996827840805054,91.62381158834638,0.9773781299591064
0,0.994413407821229,1.0,1.0,1.0000001192092896,100.0,0.9999998807907104
0,0.867237687366167,0.7863937125722983,0.896551724137931,0.9884975552558899,89.43541471306588,0.9570543169975281
0,0.7567567567567568,0.6936888812270057,0.8368794326241135,0.9951973557472229,84.64825235470242,0.9372347593307495
0,0.8213660245183888,0.6994696633794151,0.8390804597701149,0.9750611782073975,83.1186812136871,0.9401645660400391
0,0.9925093632958801,1.0,1.0,1.0000001192092896,100.0,1.0
0,0.9912280701754386,1.0,1.0,1.0,100.0,1.0
0,0.9923857868020305,1.0,1.0,1.0000001192092896,100.0,1.0
0,0.7158894645941278,0.5631459242337188,0.760806916426513,0.9913022518157959,76.07809965249285,0.8968420028686523
0,0.9082125603864735,0.8002438627163285,0.8960000000000001,0.9968520402908325,90.2034842315136,0.9559348225593567
0,0.8248407643312102,0.7290991104813788,0.8542713567839195,0.9782631397247314,81.93185731430906,0.9456400275230408
0,0.6373333333333333,0.42570688767295606,0.6626865671641791,0.9849328398704529,73.51723989759172,0.8601382970809937
0,0.8850987432675045,0.7674450059127257,0.898876404494382,0.9995673894882202,87.68977900867687,0.9598615169525146
0,0.8645418326693227,0.7797402578429793,0.8831168831168831,0.9565197229385376,90.71189154144501,0.9238497018814087
0,0.9926739926739927,1.0,1.0,1.0,100.0,0.9999998807907104
0,0.9,0.8498622393170464,0.9304812834224598,0.9445165991783142,90.14796381637119,0.9702392220497131
0,0.8234165067178503,0.7988685429782472,0.888888888888889,0.9861988425254822,88.59604018238826,0.9575365781784058
0,0.8929159802306426,0.8331963361431007,0.9289617486338798,0.9959247708320618,92.20544741561326,0.9628931879997253
0,0.6252771618625277,0.3497258847723328,0.6618705035971223,0.9607347846031189,68.11547394698356,0.8543033003807068
0,0.7990275526742301,0.7626728285466602,0.826530612244898,0.9716585278511047,83.13567226733865,0.9180750846862793
0,0.6685998342999171,0.4321146507857246,0.7106017191977078,0.9899538159370422,72.44942919815315,0.8751780986785889
0,0.9905838041431262,0.97117159097714,0.9891304347826086,0.9993767738342285,99.19662412458622,0.9985374212265015
0,0.8042959427207637,0.6901400024953583,0.8656716417910447,0.9449077248573303,87.09234391261333,0.9135220050811768
0,0.94106463878327,0.8816620350918348,0.956043956043956,0.9910017251968384,94.94511248724376,0.9841135144233704
0,0.8118279569892473,0.653938924662026,0.8266666666666665,0.9989457130432129,80.97417041035396,0.9391095042228699
0,0.7988394584139265,0.7510307214925449,0.8343558282208587,0.991142749786377,84.0406017446775,0.9474709630012512
0,0.7361963190184049,0.4613735561671931,0.7671232876712328,0.9892625212669373,74.63822344372916,0.9194869995117188
0,0.9223985890652557,0.8846424226973408,0.9239766081871346,0.9996827840805054,94.23076783679112,0.9773781299591064
