Exact Match,Edit Distance,BLEU,ROUGE-L,Cosine Similarity,ChrF,BERTScore
0,0.7081174438687392,0.5211282191542106,0.7457627118644067,0.9690752029418945,71.24729009051534,0.899172306060791
0,0.8653500897666069,0.7986533073999156,0.9186046511627908,0.9797526001930237,88.91786284698024,0.9605396389961243
0,0.5700575815738964,0.45320013200319903,0.7320261437908496,0.9782865047454834,66.81228714022745,0.8731398582458496
0,0.6989795918367347,0.548112988678284,0.7570621468926554,0.9750975966453552,72.02127890883028,0.9056748747825623
0,0.7593283582089552,0.7027346928403062,0.8263473053892216,0.9911612272262573,81.23407438899794,0.9390802383422852
0,0.691044776119403,0.5043405700820143,0.7439613526570048,0.9707086682319641,71.42954317551957,0.8912304043769836
0,0.8524046434494196,0.7437033572917782,0.9152542372881356,0.9974045753479004,86.04923678358513,0.9625564813613892
0,0.6767317939609236,0.5287577455624884,0.7672955974842767,0.9895999431610107,67.72679822002941,0.8880079984664917
0,0.7756410256410257,0.6945827614319482,0.7857142857142857,0.9862317442893982,79.33111850158848,0.916836678981781
0,0.7330754352030948,0.48918813742154177,0.7692307692307692,0.9949027299880981,73.56358914430012,0.9176709651947021
0,0.7472924187725631,0.6138785057945871,0.7885714285714285,0.9939795732498169,75.80683813023622,0.9180260896682739
0,0.7300380228136882,0.4875772265105682,0.7672955974842767,0.985708475112915,75.45868441238916,0.9075028300285339
0,0.853813559322034,0.8102261909248689,0.8859060402684563,0.985834002494812,91.03373304845162,0.977576732635498
0,0.7711069418386491,0.6406082719823395,0.8352941176470589,0.9554692506790161,77.21689821300801,0.9341031908988953
0,0.8596187175043327,0.8073446538401209,0.9255319148936171,0.9972847700119019,84.75477000803444,0.9457848072052002
0,0.8439849624060151,0.8146573494167568,0.896969696969697,0.9959157705307007,87.23183280240266,0.9581912755966187
0,0.7354988399071926,0.5718252179493356,0.8062015503875969,0.9850316047668457,72.6716135338687,0.9333652257919312
0,0.7324840764331211,0.5110420974238085,0.7702702702702703,0.981082558631897,77.72915503208078,0.937871515750885
0,0.6454720616570327,0.3892904392414698,0.6956521739130436,0.9611362218856812,70.46094879634278,0.8832271695137024
0,0.6983546617915906,0.5856853481315953,0.7647058823529412,0.9701157212257385,75.94176183472428,0.907012403011322
0,0.6223506743737958,0.4031005554241982,0.6623376623376623,0.9374161958694458,66.60488558594739,0.8739659190177917
0,0.8,0.6691803387969288,0.8242424242424242,0.9878864288330078,79.90430274008493,0.9408337473869324
0,0.7667342799188641,0.5798165634402546,0.7891156462585034,0.9747064709663391,77.21461100168591,0.9287101626396179
0,0.7805343511450382,0.6715352031271078,0.8292682926829268,0.9659384489059448,88.13441667186967,0.9252138733863831
0,0.8719424460431655,0.8106891393755519,0.9259259259259259,0.9867662787437439,89.82724627516612,0.9656667113304138
0,0.7030685920577617,0.5110053449907724,0.7343283582089551,0.9846735596656799,75.23571201765652,0.872907817363739
0,0.7935871743486974,0.6752110295311698,0.812121212121212,0.9929322600364685,81.0376715241241,0.937619149684906
0,0.7494780793319415,0.5512382735995606,0.794701986754967,0.9805952310562134,78.67342330419909,0.9230867028236389
0,0.8810810810810811,0.8440640140405213,0.9204545454545454,0.995455801486969,90.3692160380003,0.9795842170715332
0,0.8719424460431655,0.8106891393755519,0.9259259259259259,0.9867662787437439,89.82724627516612,0.9656667113304138
0,0.7107309486780715,0.5606982426083686,0.7853403141361256,0.976418137550354,76.32792621321506,0.9076651930809021
0,0.7048736462093863,0.5680276835282503,0.7734138972809668,0.9911128282546997,80.7049833079319,0.8958848714828491
0,0.624405705229794,0.4345071135301904,0.7019230769230769,0.9749066829681396,64.05424907508667,0.8775417804718018
0,0.7691292875989446,0.48109110172274955,0.7719298245614037,0.9846683740615845,73.726024048513,0.9235696196556091
0,0.8033613445378152,0.6574541519952509,0.8508287292817679,0.9795846939086914,78.75971836722327,0.9378069043159485
0,0.6038338658146964,0.36930391243055766,0.709090909090909,0.9435403347015381,66.8748503571596,0.8638884425163269
0,0.7775628626692457,0.6850731618901823,0.8407643312101911,0.9865957498550415,83.32676281840975,0.9375156164169312
0,0.8157894736842105,0.6966129952186865,0.8461538461538461,0.9954387545585632,82.33195342928022,0.9330995082855225
0,0.8048359240069085,0.7268219867501309,0.8622754491017964,0.9385188817977905,77.41939525982463,0.9297977089881897
0,0.8553259141494436,0.7689974168175605,0.8994708994708994,0.9906249046325684,86.04402525716438,0.9450862407684326
0,0.6480206540447504,0.4803352606030175,0.7288629737609329,0.9960821866989136,73.28727446506915,0.8813928365707397
0,0.6355283307810107,0.450515738752454,0.7358490566037735,0.9799964427947998,65.4686762702201,0.8760157227516174
0,0.8432343234323432,0.7385264531647341,0.903954802259887,0.9972982406616211,84.65156408218063,0.9611352682113647
0,0.8810810810810811,0.8440640140405213,0.9204545454545454,0.995455801486969,90.3692160380003,0.9795842170715332
0,0.8512931034482758,0.807399798256214,0.8843537414965986,0.9850307703018188,90.87219990474063,0.9774416089057922
0,0.573502722323049,0.36653459649871106,0.7189542483660131,0.9860199093818665,64.67722440365719,0.8690512776374817
0,0.6855241264559069,0.4500920688603303,0.7303370786516854,0.9666919708251953,67.66858022387736,0.8925641179084778
0,0.8610634648370498,0.8094796064946533,0.9263157894736843,0.9975502490997314,84.9155867871183,0.9461556077003479
0,0.8719424460431655,0.8106891393755519,0.9259259259259259,0.9867662787437439,89.82724627516612,0.9656667113304138
0,0.888095238095238,0.8009062871147092,0.9268292682926829,0.9985538721084595,87.27202634995777,0.964062511920929
0,0.7193744569939183,0.5794988682439585,0.7580174927113702,0.9911331534385681,77.38178030652224,0.8962011337280273
0,0.8136363636363636,0.6214711501362151,0.8281250000000001,0.9954193830490112,79.01718518594205,0.9213047623634338
0,0.7419847328244276,0.5407212123259134,0.7918781725888325,0.9729840755462646,73.43153306120286,0.9111775755882263
0,0.6703196347031963,0.5021796395359586,0.7116564417177914,0.9894506931304932,77.25138326530686,0.8880578875541687
0,0.852575488454707,0.8260207984368221,0.9028571428571429,0.9922184348106384,87.94279361229795,0.9598206877708435
0,0.7607843137254902,0.6439600567437551,0.802547770700637,0.9315678477287292,84.55969670961298,0.92766273021698
